unit,parent_iso3,metric,year,value,unit_measure,precision,methodology_notes
IE-LS,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LS,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LS,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LS,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LS,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LS,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LS,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LS,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LS,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LS,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-L,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-L,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-L,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-L,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-L,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-L,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LM,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LM,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LM,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LM,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LM,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LM,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LM,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LM,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LM,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LM,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LM,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LM,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LK,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LK,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LK,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LK,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LK,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LK,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-WX,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-WX,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-WX,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-WX,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-WX,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-WX,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LD,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LD,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LD,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LD,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LD,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LD,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LH,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LH,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LH,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LH,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LH,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LH,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LK,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LK,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LK,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LK,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LK,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LK,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-LH,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-LH,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-LH,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-LH,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-LH,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-LH,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-MO,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-MO,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-MO,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-MO,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-MO,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-MO,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-MO,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-MO,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-MO,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-MO,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-MO,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-MO,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-MH,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-MH,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-MH,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-MH,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-MH,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-MH,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-MN,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-MN,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-MN,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-MN,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-MN,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-MN,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-MN,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-MN,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-MN,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-MN,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-MN,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-MN,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-M,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-M,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-M,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-M,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-M,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-M,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-OY,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-OY,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-OY,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-OY,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-OY,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-OY,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-WD,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-WD,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-WD,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-WD,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-WD,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-WD,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-RN,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-RN,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-RN,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-RN,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-RN,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-RN,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-RN,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-RN,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-RN,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-RN,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-RN,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-RN,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-SO,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-SO,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-SO,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-SO,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-SO,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-SO,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-SO,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-SO,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-SO,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-SO,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-SO,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-SO,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-TA,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-TA,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-TA,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-TA,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-TA,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-TA,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-TA,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-TA,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-TA,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-TA,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-TA,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-TA,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-U,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-U,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-U,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-U,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-U,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-U,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-U,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-U,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-U,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-U,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-U,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
IE-U,IRL,broadband_subscriptions,2023.0,31.8911,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
IE-OY,IRL,population,2024.0,5380257.0,people,1,Total population (World Bank estimate)
IE-OY,IRL,gdp,2024.0,577389475009.922,current USD,2,GDP current US$ (World Bank estimate)
IE-OY,IRL,unemployment_rate,2024.0,4.369,% of labor force,2,Unemployment rate (modeled ILO estimate)
IE-OY,IRL,inflation_cpi,2024.0,2.11344999577317,% change,2,"Inflation, consumer prices annual %"
IE-OY,IRL,labour_force_participation,2024.0,65.19,% of population,2,Labor force participation rate (modeled ILO estimate)
